,,,,,,,,,
,,,Rivian R2 Reservations Tracker Form  <-- Link to submit your order info.                        ,,,,,,
,,,"* After submitting order info, please post a reply in this thread to notify us.",,,,,,
,,,Rivian R2 Reservations Change Request Form  <-- Link to submit edit request for your submitted order info.,,,,,,
,,,,,,,,,
,#,Username,R2 reservation date,Location,,Are you a current Rivian R1 owner?,"If you are a current R1 owner, will you be keeping your R1 and adding an R2?","If you are a current R1 owner, which model?",Other vehicles currently owned
,301,bbarnes615,3/7/2024,TN,,Yes,Yes,R1T,"Jeep Gladiator Rubicon, Dodge Viper, Honda Goldwing"
,302,Big red,3/7/0024,Canada - British Columbia,,Yes,Undecided,R1T,RIVIAN R1T
,303,ch33rio,3/7/2024,TX,,Yes,Yes,R1T,"911 turbo s, mini JCW"
,304,rivian_user,3/7/2024,CA,,Yes,Undecided,R1S,Tesla Model 3
,305,Dbarry22,3/7/2024,CA,,Yes,Yes,R1S,Hyundai Ioniq5
,306,kurtlikevonnegut,3/7/2024,SC,,Yes,No,R1T,Honda Odyssey
,307,chaynes745,3/7/2024,CO,,Yes,Undecided,R1T,Audi Q8 ETron
,308,Utah R1T,3/7/2024,UT,,Yes,Undecided,R1T,Honda CRV
,309,dwight,3/7/2024,NC,,No,,,
,310,TRandall,3/7/2024,NY,,Yes,Yes,Both,
,311,jcreviston,3/7/2024,OR,,Yes,Undecided,R1T,n/a
,312,ashpuja,3/7/2024,CA,,Yes,Yes,R1S,Tesla MY
,313,RivianKrawler,3/7/2024,TX,,Yes,Undecided,R1T,
,314,Hardroll,5/7/2024,FL,,Yes,Undecided,R1S,
,315,LeDiable,3/7/2024,IA,,Yes,Yes,R1T,2015 Chevy Equinox
,316,ItsWatt,3/7/2024,CA,,Yes,Yes,R1T,"2013 Prius-V, 1996 Tacoma"
,317,1T2022,3/7/2024,NJ,,Yes,Yes,R1T,Tesla
,318,REVION,3/7/2024,CA,,Yes,Yes,R1S,Hyundai Ioniq5
,319,Protamine,3/7/2024,OH,,Yes,Yes,R1S,992 911 GTS
,320,El Capitan,3/7/2024,NJ,,Yes,Yes,R1S,"Audi Q7, Lexus RX350, BMW M240xi convertible"
,321,R1T in SC,3/7/2024,SC,,Yes,Undecided,R1T,
,322,PVguy,3/7/2024,IL,,Yes,Undecided,R1T,None
,323,Redline,3/7/2024,MN,,Yes,Yes,R1S,Rav4 Hybrid
,324,stevetom84,3/7/2024,GA,,Yes,Yes,R1T,Volvo XC40 Recharge
,325,Akubra91,3/7/2024,CO,,No,,,"Audi Q5 TDI, Mini Cooper SE"
,326,jason330i,3/7/2024,CA,,No,,,"Mach-E, ID4"
,327,RyanJ,3/7/2024,FL,,Yes,Yes,R1S,Tesla Model 3
,328,AriePietUitHardinxveld,3/7/2024,CA,,Yes,Undecided,R1S,"Tesla Model 3, Nissan Leaf, Fiat 500e, Toyota RAV4 EV"
,329,Oldsmobile_Mike,3/7/2024,VA,,Yes,Yes,R1T,
,330,ahmadifier,3/7/2024,WA,,Yes,Yes,R1S,
,331,APuitHardinxveld,3/7/2024,CA,,Yes,Undecided,R1S,"Tesla Model 3, Nissan Leaf, Toyota RAV4 EV, Fiat 500e"
,332,R1TCA,3/7/2024,CA,,Yes,Yes,R1T,"Audi Etron, BMW R9T"
,333,Evanr81,3/7/2024,GA,,Yes,Undecided,R1S,Gls 450
,334,tjmsquared,3/7/2024,VA,,Yes,Yes,R1T,
,335,materiell,3/7/2024,UT,,Yes,Yes,R1S,N/A
,336,Ngkgb,3/7/2024,CA,,Yes,Undecided,R1T,Wife mad a Mach E
,337,Newtonrj,3/7/2024,IL,,No,Undecided,R1S,Porsche Cayenne Hybrid 
,338,mkuluz ,3/7/2024,WA,,Yes,No,R1S,
,339,DaveA,3/7/2024,TX,,Yes,Undecided,R1T,
,340,jperkins@alum.mit.edu,3/7/2024,CA,,Yes,Yes,R1S,Subaru Impreza 
,341,keithpleas,3/7/2024,WA,,Yes,Undecided,R1S,"GX470, Boxster"
,342,pfbz,3/7/2024,CO,,Yes,Undecided,R1S,"Porsche, Audi, Mclaren'"
,343,mountainman,3/7/2024,CO,,Yes,Undecided,R1S,Tesla Model Y & 3
,344,140degrees,3/7/2024,CA,,Yes,Yes,R1T,BMW i3
,345,WadeMachE,3/7/2024,ID,,No,,,Ford Mustang Mach E
,346,pbpatel1981,3/7/2024,TX,,Yes,Yes,R1T,xc90
,347,sugarbee,3/7/2024,CA,,Yes,Undecided,R1S,Lexus CT and Tesla M3
,348,GR8WHT,3/7/2024,NH,,Yes,No,R1T,
,349,Sbdiesel1,3/7/2024,FL,,Yes,Yes,R1T,Volvo XC60
,350,swazi,3/7/2024,VA,,Yes,Yes,R1T,Tesla M3 LR
,351,thisisjakea,3/7/2024,LA,,Yes,Undecided,R1S,n/a
,352,CharonPDX,3/7/2024,OR,,Yes,Yes,R1T,"Ford Mustang Mach-E, Arcimoto FUV"
,353,the1stcody,3/7/2024,TX,,No,,,"X3, 4runner, Mach 1, Toyota Pickup"
,354,boonrag,3/6/2024,NY,,Yes,No,R1S,1964 Cadillac
,355,dradam,3/7/2024,MD,,Yes,Yes,R1S,"Highlander Hybrid, Rav 4"
,356,METALIC5,3/7/2024,FL,,Yes,Yes,R1T,
,357,EVCARMAN,3/7/2024,NC,,No,,,BMW X5
,358,Ll75,3/7/2024,TX,,Yes,Yes,R1S,Tesla model 3   Silverado and f150
,359,amadeoplaza,3/7/2024,NY,,Yes,No,R1S,
,360,Macintech,3/7/2024,CA,,No,,,"2023 Tesla Y, 2017 Lexus RX450h, 2014 Toyota Prius"
,361,Jeeden,3/7/2024,VA,,Yes,Yes,R1S,"2015 Ford Mustang, 2016 Ford Escape"
,362,nicus90,3/7/2024,WA,,Yes,Yes,R1T,
,363,Jeg,3/7/2024,TX,,Yes,Undecided,Both,
,364,R1Thor,3/7/2024,PA,,Yes,Yes,R1T,Subaru Forester XT (will be traded for R2)
,365,KRG,3/7/2024,CA,,Yes,Undecided,R1T,Tesla Model Y
,366,DDK714,3/7/2024,UT,,No,,,"Tesla X, Toyota Camry "
,367,mike813,3/7/2024,FL,,Yes,Yes,R1S,"lots of e-bikes, one wheels, and a model y"
,368,JAYINNJ,3/7/2024,NJ,,Yes,Undecided,R1S,Tesla Model 3
,369,Rosalient,3/7/2024,FL,,Yes,Yes,R1S,Tesla Model X
,370,BRIANR1S,3/7/2024,CA,,Yes,Yes,R1S,"Tesla M3, Audi Q5 Sportback"
,371,Count Orlok,3/7/2024,WI,,Yes,Yes,R1S,Grenadier and others
,372,mmack,3/7/2024,CA,,No,,,"Jeep Grand Cherokee, Jeep Wrangler"
,373,Michael Anderson ,3/7/2024,NV,,Yes,Undecided,R1S,Mercedes and Buick 
,374,jbssfelix,3/7/2024,CO,,Yes,Yes,R1S,Tesla Model 3
,375,macb00kemdanno,3/7/2024,NC,,No,,,"Tesla Model 3, Model Y"
,376,Branden-Design,3/7/2024,CA,,Yes,Undecided,R1T,"2013 Toyota Land Cruiser, 1975 Alfa Romeo Giulia Ti"
,377,BrianBleep,3/7/2024,VA,,Yes,Yes,R1T,
,378,seatosummit,3/7/2024,CA,,Yes,Yes,R1T,"Subaru Forester, Land Cruiser LJ70"
,379,StB2024,3/7/2024,AZ,,Yes,Yes,R1T,BMW-X1
,380,benza285,3/7/2024,NV,,No,,,
,381,RICHPIKE,3/7/2024,CO,,Yes,Undecided,R1S,"Land Rover Discovery 5, Jeep Wrangler JL"
,382,jambaman84,3/7/2024,CA,,Yes,Yes,R1S,Tesla Model Y 
,383,aabolt,3/7/2024,NH,,No,,,F-150
,384,emacculant,3/7/2024,CA,,Yes,Yes,R1S,21 Chevy Equinox Premier Red Line
,385,JermEV,10/7/2024,SC,,No,Undecided,,"Tesla Model 3, Tesla Model Y"
,386,Mxa121,3/7/2024,CA,,Yes,Yes,R1T,Tesla
,387,RishinD,3/7/2024,TX,,No,,,
,388,Dcavalheiro,3/7/2024,Canada - Ontario,,Yes,Yes,R1S,Tesla Model Y performance
,389,Hannahman,3/7/2024,CA,,Yes,Undecided,R1T,"Highlander, MB Sprinter, Willys MB"
,390,NA,3/7/2024,UT,,Yes,Undecided,R1T,Hyundai Ioniq Hybrid Hatchback
,391,Hippocampus3,3/7/2024,CA,,No,,,Tesla model 3
,392,vaporindustries,3/7/2024,CA,,Yes,Yes,R1T,"Porsche Macan S, Tesla Model X"
,393,Khaneric,3/7/2024,CA,,Yes,Yes,R1T,Hyundai Santa Fe
,394,Cjknox,3/7/2024,Canada - British Columbia,,Yes,Yes,R1T,"Tesla Y Performance, Tesla 3"
,395,MANewberger,3/7/2024,OR,,Yes,Yes,R1S,"2015 Subaru Outback, 2000 Subaru Forester"
,396,CDC_73,3/7/2024,CA,,Yes,Undecided,R1T,Nissan Rogue Sport
,397,edk,3/7/2024,Canada - British Columbia,,Yes,No,R1S,Tesla M3
,398,R1SIONLIFE,3/7/2024,TX,,Yes,Yes,R1S,Tesla Model Y
,399,no,3/7/2024,Canada - British Columbia,,Yes,Yes,R1T,BMW I3. Toyota Highlander Hybrid
,400,luyuyan,3/7/2024,CA,,No,,,Model Y; Q5
,401,Zoidz,3/7/2024,PA,,Yes,Yes,R1S,"Chevrolet Avalanche, BMW X3d"
,402,VC_Rivian,3/7/2024,CA,,Yes,Undecided,R1T,Mitsubishi 300GT Spyder
,403,VegasWeezy,3/7/2024,NV,,No,,,2022 Ford Mustang Mach e; 2023 Audi Q4 e-tron 
,404,NorthVan57,3/7/2024,Canada - British Columbia,,Yes,Yes,R1S,"Subaru outback, Nissan leaf"
,405,Jeff.o.taylor,3/7/2024,TX,,Yes,Yes,R1T,Toyota Corolla
,406,tintin007,3/7/2024,CA,,No,,,
,407,turbochane,3/7/2024,CA,,Yes,Undecided,R1T,"16 Jeep Wrangler JKU, '68 VW Bus"
,408,mfeehleyjr,3/7/2024,NC,,Yes,Yes,R1T,Mercedes GLE 350
,409,chadagap,3/7/2024,NJ,,Yes,Undecided,R1S,
,410,LO4NER,3/7/2024,TX,,Yes,Undecided,Both,"Tesla Model S, S2000"
,411,debaser949,3/7/2024,WA,,Yes,Yes,R1S,Tesla Model Y
,412,ColoradoAdventure,3/7/2024,CO,,Yes,Yes,R1T,None
,413,JOSH565,3/5/2024,HI,,Yes,Undecided,R1S,97 Range Rover/07 550i/21 Mach e
,414,Zoidz,3/7/2024,PA,,Yes,Yes,R1S,"Chevrolet Avalanche, BMW X3d"
,415,ambok,3/7/2024,FL,,Yes,Yes,R1S,
,416,hsvnole,3/7/2024,AL,,No,,,"Toyota Avalon, Honda Odyssey"
,417,time,3/7/2024,CA,,Yes,No,R1T,"Ford Lightning XLT, Tesla Model 3"
,418,peteg,3/7/2024,CA,,Yes,Undecided,R1T,Tesla Model 3
,419,RivSteve,3/7/2024,CO,,No,,,2021 Toyota Rav 4 Prime
,420,SDH,3/7/2024,NC,,Yes,No,R1T,"Jeep Wrangler, R1T"
,421,Marchin_MTB,3/7/2024,CO,,Yes,Yes,R1T,BMW i3
,422,fmc,3/7/2024,LA,,Yes,Undecided,R1S,Jeep wrangler
,423,Jasnut00,3/7/0024,NY,,No,,,Canyon GLE 
,424,MRivian,3/7/2024,CA,,Yes,Yes,R1S,
,425,lazysusan,3/7/2024,FL,,Yes,Yes,R1T,Tesla Model X
,426,Jerseyff,3/7/2024,TN,,Yes,Yes,R1T,Mazdaspeed3
,427,Chris S,3/7/2024,TX,,No,,,"Tesla Model Y Performance, Bronco BadSquatch, ND2 Miata"
,428,TipSpa,3/7/2024,TX,,Yes,Yes,R1S,Chevy Blazer
,429,LWesley28,3/7/2024,VA,,No,,,Range Rover Sport
,430,flaky,3/7/2024,CA,,Yes,Yes,R1T,
,431,notaseniordev,3/7/2024,CO,,No,,,
,432,S7DAVIS ,3/7/2024,CA,,No,,,Vinfast vF8
,433,Bimmer100,3/7/2024,WA,,Yes,Undecided,R1T,2022 i4 m50 and 2023 i4 m50
,434,@srnyoung,3/7/2024,OR,,Yes,Yes,R1T,eGolf
,435,ARAVIND52,3/7/2024,TX,,No,No,,Tesla Model Y
,436,LeftMySoulInNM ,3/7/2024,IA,,Yes,Yes,R1S,Tesla model 3
,437,Funhiker2022,3/7/2024,WA,,Yes,Yes,R1T,Tesla Model 3
,438,Donkey Kong,3/7/2024,FL,,Yes,Yes,R1S,2023 Tesla Model Y Performance
,439,kenmecca,3/7/2024,CA,,Yes,Undecided,R1S,"Audi A5, Jeep Wrangler 4Xe"
,440,jayazusa,3/7/2024,AZ,,Yes,Yes,R1S,"Rivian R1S, Toyota 4Runner, Tesla Model 3 AWD, Toyota Prius  "
,441,Bimmer100,3/7/2024,WA,,Yes,Undecided,R1T,2022 bmw i4 m50 and 2023 bmw i4 m50
,442,GSQRD,3/7/2024,CA,,Yes,Undecided,R1S,infiniti G37S vert
,443,Glembi2,3/7/2024,VA,,Yes,Undecided,R1S,"Genesis GV70, Civic"
,444,98eclipse,3/7/2024,MI,,No,,,"Ford expedition max, kia forte gt"
,445,alexlay31,3/7/2024,CA,,No,,,
,446,JMR1T,3/7/2024,WA,,No,,,Jeep Cherokee and Jeep Grand Cherokee (New Tacoma incoming)
,447,bmac,3/7/2024,OR,,Yes,Undecided,Both,
,448,SamS,3/7/2024,CA,,No,Undecided,Both,Tesla Model Y
,449,Superdad,3/24/2024,NC,,Yes,No,R1T,BMW M3
,450,Crab,3/7/2024,IL,,No,,,2016 WRX / 2018 Jeep Wrangler
,451,bsterre85,3/7/2024,IL,,No,,,2020 Toyota Rav4 Hybrid 
,452,DadOf4Girls,3/7/2024,CO,,Yes,Undecided,R1T,Chrysler Pacifica Hybrid
,453,croppy,3/7/2024,NY,,No,,,Mercedes EQS
,454,Jac,3/7/2024,CT,,Yes,Yes,R1S,Volvo XC40
,455,toddmass,3/7/2024,WA,,Yes,Yes,R1T,"Audi Etron, Chevy Bolt, Rivian R1T"
,456,GTx,3/7/2024,CA,,No,,,Toyota Prius Plug-In
,457,cjg817,3/7/2024,CT,,No,,,"RAM 1500, Audi Q5"
,458,mattskr,3/7/2024,TX,,No,,,23 Lightning Platinum
,459,vineelsahini,3/7/2024,GA,,No,,,Ford
,460,Timbuk2000,3/7/2024,AZ,,Yes,Yes,R1S,Prius
,461,Dave711,3/7/2024,CA,,Yes,Yes,R1S,"R!S,MYP,SC430,PassatVR6"
,462,Zot,3/7/2024,CA,,No,,,Tesla Model 3
,463,bhlackey,3/7/2024,CA,,Yes,Undecided,R1T,Lexus 450h
,464,Crespo,3/7/2024,WA,,No,,,"1978 Datsun 280Z, 1999 Toyota 4Runner Limited, 2010 Mazda 3 Hatchback, 2021 Aprilia Tuono 660"
,465,jtrex35,3/7/2024,GA,,Yes,Yes,R1S,Jaguar I pace
,466,AJ_Scaringe,3/7/2024,VA,,No,,,
,467,NCRivian,3/7/2024,NC,,Yes,Undecided,R1T,2021 Chevy suburban
,468,mdpackman,3/7/2024,UT,,Yes,Yes,R1T,"F150, '15 Lincoln Navigator "
,469,SCSEV,3/7/2024,OH,,No,,,"Audi E-tron, Tesla Model 3 performance, BMW X7"
,470,e4gaa1104,3/7/2024,NJ,,Yes,Yes,R1S,"Tesla M3, Jeep Wrangler 4XE"
,471,Grajjje,3/7/2024,NY,,Yes,Undecided,R1T,
,472,iamnid,3/8/2024,CA,,No,,,"Tesla Model Y, Mercedes EQE"
,473,R2SOC,3/7/2024,TX,,No,,,
,474,Brewbud,3/7/2024,CA,,Yes,Undecided,R1T,"2020 Ram Cummins, Range Rover Sport"
,475,CalebSchiff,3/7/0024,AZ,,Yes,Yes,Both,
,476,eemri,3/7/2024,CA,,Yes,Yes,R1T,"Volvo, Porsche"
,477,Doit82,3/7/2024,VT,,Yes,Yes,R1T,Model Y
,478,the_akrish,7/3/2024,FL,,No,,,Model S Plaid
,479,Luke_M1,3/7/2024,OR,,No,,,2018 Chevy Equinox Premier
,480,sfbuilder,3/7/2024,CA,,Yes,Yes,R1T,Subaru Outback Onyx XT
,481,MarcoMHanna,3/7/2024,TX,,No,,,"Tesla Model 3, Volkswagen ID.4"
,482,AxelR,3/7/2024,CA,,Yes,Undecided,R1S,Tesla M3P
,483,Xanadu,3/7/2024,UT,,No,,,2015 Toyota 4Runner TRD Pro 
,484,Didgerman98,3/7/2024,IL,,Yes,Undecided,R1T,None
,485,imduder,3/7/2024,UT,,Yes,Undecided,R1T,"X3M, M2, Bronco, Wrangler 4XE, 4C Spyder"
,486,johnmbureau,3/7/2024,OH,,No,,,Tesla Model Y
,487,69landrover,3/7/2024,NY,,Yes,Yes,R1T,"69 Land Rover, e90 M3, Tesla M3, Ram 1500, 69 Camaro"
,488,Atebit,3/7/2024,PA,,Yes,Undecided,R1T,
,489,Geoanimal,3/7/2024,AL,,Yes,Yes,R1T,Hummer H3T
,490,SidewayzR1S,3/7/2024,IL,,Yes,Yes,R1S,CTSV
,491,connoisseurr,3/7/2024,VA,,Yes,Yes,R1T,"R1T, MYP"
,492,Na,3/7/2024,WA,,No,,,
,493,Diggerfly ,3/7/2024,CA,,No,No,,F 150
,494,Mags2,3/7/2024,TX,,No,No,,Mustang MachE
,495,ETNLandCruiser,3/7/2024,TN,,Yes,Undecided,R1T,Defender
,496,Jaxrivian,3/7/2024,FL,,Yes,No,R1S,
,497,Moorestar,3/7/2024,IL,,Yes,Yes,R1T,Honda Clarity
,498,trap105,3/7/2024,MD,,Yes,Yes,R1S,honda civic
,499,ChiefBushWookie,3/7/2024,NC,,Yes,Yes,R1T,Tesla Model Y
,500,Cdunig,3/7/2024,OH,,Yes,Yes,R1T,
,501,56huck,3/7/2024,CA,,Yes,Undecided,R1S,"Bronco, F250"
,502,SegueIII,3/7/2024,MA,,Yes,Undecided,R1S,none
,503,BGS,3/7/2024,PA,,Yes,Undecided,R1T,2023 Kia EV6 GTline
,504,justsaygourd,3/7/2024,MI,,Yes,Undecided,R1T,"Subaru Outback, Subaru Crosstrek, Chevy Suburban, Honda Accord, Ford Mustang"
,505,cypressroots,3/7/2024,CO,,Yes,Yes,R1S,
,506,RockandRollRay,3/7/2024,CA,,Yes,Yes,R1S,Mercedes EQS 450+ SUV
,507,None,3/7/2024,ID,,No,,,Toyota Forerunner and Jeep Grand Cherokee 
,508,Nacho Rivian,3/7/2024,VA,,Yes,Yes,R1S,BMW X5
,509,Eb12,3/7/2024,DE,,No,,,Tesla model 3
,510,flabirder,3/7/2024,FL,,Yes,Yes,R1T,
,511,J23HAP,3/7/2024,IL,,Yes,Yes,R1S,
,512,RivianBaxterRiot,3/7/2024,SC,,No,,,"1971 Nova, "
,513,Capafool,3/7/2024,TX,,Yes,Yes,R1T,"Range Rover, G35, Motorcycles"
,514,valises,3/7/2024,CT,,No,,,"Tesla Model 3, Tesla Model Y"
,515,nelw,3/7/2024,Canada - British Columbia,,Yes,No,R1S,MK7 GTI
,516,Dirtman16,3/7/2024,AL,,Yes,Undecided,R1S,Model 3
,517,Aka_buck,3/7/2024,CA,,Yes,Undecided,R1T,Tesla M3P
,518,shrink,3/7/2024,AZ,,Yes,Undecided,Both,"Second R1S, Jeep Cherokee"
,519,SRB_ Beach bum,3/7/2024,FL,,Yes,Undecided,R1S,2023 Porsche Macan S
,520,shrink,3/7/2024,HI,,Yes,Undecided,Both,"second R1S, Jeep Cherokee"
,521,Spacemonkey,3/7/2024,CA,,No,,,Honda Fat Cat
,522,Sgt Beavis,3/7/2024,CO,,Yes,Yes,R1T,Jeep Wrangler and Mini Cooper S Convertible
,523,BNKR44,3/7/2024,AR,,Yes,Yes,R1S,GMC Yukon XL
,524,SRB_ Beach bum,3/7/2024,FL,,Yes,Undecided,R1S,
,525,bsmith922,3/7/2024,CA,,No,,,"2023 Ford Bronco Raptor, 2023 Tesla Model Y"
,526,CTNP,3/7/2024,CT,,No,,,2023 Volkswagen ID.4 Pro S AWD; 2010 Prius IV
,527,RIVIAN01,3/7/2024,DE,,Yes,Undecided,R1S,
,528,TXKIDD,3/7/2024,TX,,Yes,Yes,R1T,
,529,Bywaysmyways,3/7/2024,CA,,Yes,Yes,R1T,
,530,Canthoney,3/7/2024,KS,,Yes,Yes,R1T,Tesla Model X
,531,ciderarchitect,3/7/2024,WA,,Yes,Yes,R1T,Honda CRV
,532,blevinson,3/7/2024,IL,,Yes,Yes,R1S,"Mercedes S550, Mercedes GL450"
,533,Z16DNA,3/7/2024,OR,,Yes,Yes,R1S,"Gladiator, C5 Corvette, 39 willy's Coup "
,534,Simplyanne,3/7/2024,CA,,No,,,Toyota Camry SE
,535,jimbones ,3/7/2024,Canada - Ontario,,Yes,Undecided,Both,
,536,kvenom ,3/7/2024,Canada - Alberta,,Yes,No,R1T,BMW IX
,537,Eeyore,3/7/2024,OR,,Yes,Yes,R1T,VW ID4 Pro Sport
,538,RAM,3/7/2024,GA,,No,,,Tesla Model Y Performance 
,539,TiderwaterR1S,3/7/2024,VA,,Yes,Yes,R1S,Ford Edge
,540,dmac1418,3/7/2024,CA,,No,,,2023 Mach-E
,541,TonyR1S ,3/7/2024,CA,,Yes,Undecided,R1S,
,542,dps,3/7/0024,CA,,Yes,Undecided,R1T,None
,543,CoHAP,3/7/2024,CO,,Yes,No,R1T,
,544,emoore3,3/7/2024,CO,,Yes,Yes,R1T,Toyota Highlander
,545,Electric Adventure,3/7/2024,CO,,Yes,Yes,R1T,Polestar 2
,546,Robot,3/7/2024,AZ,,Yes,Yes,R1T,2015 Nissan Rogue SL AWD
,547,na,3/7/2024,WA,,No,,,
,548,Aurelius,3/7/2024,GA,,Yes,Yes,R1S,BMW
,549,Shakergator,3/7/2024,CA,,No,,,"BMW X3, VW e-golf"
,550,JimR1998,3/7/2024,PA,,Yes,Yes,R1S,"Chevy Volt, Hyundai Tucson"
,551,Ric G,3/7/2024,FL,,Yes,Yes,R1S,"Mercedes EQB, BMW E30M3, Suzuki SJ410"
,552,Chud,3/7/2024,TX,,Yes,Yes,R1S,"C8 Corvette, GMC Denali HD"
,553,I_h8_fords,3/7/2024,CA,,Yes,Undecided,R1T,"Subaru Ascent, Jeep CJ5"
,554,Woodbuck,3/7/2024,CA,,No,,,Kia Sportage PHEV
,555,KRo,3/7/2024,OR,,Yes,Yes,R1T,Tesla Model 3
,556,Chud,3/7/2024,TX,,Yes,Yes,R1S,"C8 Corvette, GMC Denali HD"
,557,Chas60422,3/7/2024,OR,,Yes,Yes,R1T,2009 Subaru Outback
,558,Dreamer,3/7/2024,CA,,Yes,Yes,R1S,Tesla model 3
,559,vcao,3/7/2024,CA,,Yes,Yes,R1S,Tesla Model Y Long Range
,560,I'm a lurker - don't have an account,3/7/2024,WA,,Yes,Undecided,R1S,"R1S, F150, Jeep Wrangler Rubicon, Model 3"
,561,Lunaarz,3/7/2024,MI,,No,,,"VW Golf, BMW X5"
,562,DrinkMonkey,3/7/2024,Canada - Alberta,,No,,,Tesla Model 3
,563,Red Wings ,3/7/2024,MI,,No,,,Mustang Mach e 2022 AWD
,564,Greasemonkey,3/7/2024,IL,,No,,,Mach-E
,565,Dhoang,4/10/2024,CA,,No,,,Toyota 4runner
,566,ExRiv33,3/7/2024,CA,,Yes,Yes,R1S,
,567,Nobody,3/7/2024,CA,,No,,,"Mazda MX-5, Nissan Frontier, Hyundai Palisade "
,568,Lighthouse,3/7/2024,WA,,Yes,Yes,R1T,Hyundai Santa Fe
,569,ryanml,3/7/2024,CA,,No,,,Honda Ridgeline
,570,ChiroCam,3/7/2024,FL,,Yes,Undecided,R1T,
,571,RivianandWaiting,3/7/2024,CA,,Yes,Yes,R1T,Lexus NX 350
,572,Mantou,3/7/2024,CO,,Yes,Yes,R1S,Model S
,573,jonfrankline,3/7/2024,NJ,,No,,,"Kia Forte GT, Chevrolet Camaro LT1"
,574,davidscottbell,3/7/2024,IL,,No,,,2021 VW ID.4
,575,waitingonanr1s,3/7/2024,CO,,Yes,No,R1S,
,576,Soju1,3/7/2024,CA,,Yes,Undecided,R1T,Honda Pilot
,577,DocFarid,3/8/2024,NY,,Yes,Yes,R1T,"Mercedes, Audi, Jeep"
,578,Planderson,5/7/2024,OR,,Yes,Undecided,R1S,Ioniq 5
,579,KootenayEV,3/7/2024,Canada - British Columbia,,Yes,Yes,R1T,Tesla Model 3
,580,AMOS0077,3/7/2024,TX,,Yes,Yes,R1T,Acura MDX
,581,Protobition,3/7/2024,CA,,No,,,
,582,Ashley_Young96,3/7/2024,MO,,No,,,Tesla Model Y & Model 3 Performance
,583,tosehee,3/7/2024,GA,,Yes,Yes,R1T,Tesla 3
,584,skyfroggy,3/7/2024,CA,,No,,,"Tesla X, Tesla 3, VW E-Golf"
,585,Mrtollett ,3/7/2024,CA,,No,,,Toyota Highlander 
,586,SlamminRC,3/7/2024,NJ,,No,,,"2016 Honda Accord Touring, 2019 Honda Pilot Elite"
,587,MARI76,3/7/2024,CA,,Yes,Yes,R1S,Mustang Mach-E
,588,electricRaptor,3/7/2024,AZ,,Yes,Undecided,,"Ducati scrambler desert sled, Ducati 1098S"
,589,popoga,3/7/2024,WA,,Yes,Undecided,R1T,"subaru, triumph, sunseeker"
,590,Earringdoug,3/8/2024,CA,,No,No,,Infiniti
,591,Alucasaz,3/7/2024,AZ,,Yes,Undecided,R1T,20 Jeep Gladiator 98 Porsche Boxster 
,592,Wiley one,3/7/2024,IA,,Yes,Yes,R1T,BMW X3
,593,Plaindarrennj,3/8/2024,NJ,,No,,,
,594,MtbRobCo,3/7/2024,CA,,Yes,No,R1S,2015 Honda CR-V
,595,BrentInCO,3/7/2024,CO,,Yes,Yes,R1S,"Tesla S, FJ"
,596,mr.duck.email,3/7/2024,MD,,No,,,Bikes
,597,Turkish,3/7/2024,NJ,,Yes,Yes,R1T,"Subaru Forester, BMW 535i"
,598,pjfranks1509,3/7/2024,AL,,Yes,Yes,R1T,"2023 Mercedes EQE+, 2020 Porsche 911 Carrera S"
,599,KBabione,3/7/2024,PA,,Yes,Yes,R1S,"Toyota Highlander, Subaru Outback"
,600,Pinolero,3/7/2024,VA,,No,,,Model Y Performance
,601,Libby,3/8/2024,VA,,Yes,Yes,R1T,Nissan Ariya (2023) bev
,602,ScottG,3/7/2024,SC,,No,,,2x Ford escapes
,603,BigE,3/7/2024,NC,,Yes,Undecided,R1T,None
,604,S4DDLUP,3/7/2024,OH,,Yes,Yes,R1S,"Jaguar F-Type S, Ford Bronco Wildtrak, Ford Bronco XL, Ford Explorer XLT, Acura TL"
,605,RoadRunner,3/7/2024,NM,,No,,,"Toyota 4Runner, Audi A6"
,606,Zeus,3/7/2024,TN,,Yes,Yes,R1S,VW ID4
,607,Batman,3/7/2024,TX,,Yes,Yes,R1S,Kia Telluride
,608,Kharter1960,3/7/2024,Canada - British Columbia,,No,,,"Tesla model 3, hyundai santa cruz"
,609,Chewie904,3/7/2024,NY,,Yes,Yes,R1S,"Jeep Wrangler (TJ), Jeep Cherokee (XJ), Jeep JL 4Xe"
,610,LOUIS,3/8/2024,Canada - Ontario,,No,,,Tesla Y
,611,rumamuk,3/7/2024,NH,,Yes,Yes,R1S,Honda Pilot
,612,hensot01,3/7/2024,IN,,Yes,Yes,Both,None
,613,Noinin,3/7/2024,MI,,No,,,"Subaru Forester, Lincoln Navigator"
,614,Bob 1T,3/7/2024,VA,,Yes,Yes,R1T,"Tesla Y, Tacoma, John Deere"
,615,DVR,3/7/2024,AZ,,No,,,tesla model y
,616,Mkronenberg1102,3/7/2024,WA,,Yes,Yes,R1T,"Fisker Ocean One, Nissan xTerra"
,617,Episode,3/7/2024,NY,,Yes,Yes,R1T,Prius Prime
,618,mogulmaster,3/8/2024,CO,,Yes,Yes,R1T,"Porsche Taycan Turbo S, 911 Turbo S, Type 964 RS America, 968, 987.1, 955, & Cayenne Diesel"
,619,umzzy,3/7/2024,NJ,,Yes,Yes,R1S,
